vulnerability_id,intensity_bin_id,damage_bin_id,probability
1.0,1,2,0.2672413793103448
1.0,1,3,0.35344827586206895
1.0,1,4,0.3793103448275862
1.0,2,2,0.030612244897959183
1.0,2,3,0.32653061224489793
1.0,2,4,0.3673469387755102
1.0,2,5,0.2755102040816326
1.0,3,3,0.09411764705882353
1.0,3,4,0.32941176470588235
1.0,3,5,0.36470588235294116
1.0,3,6,0.21176470588235294
1.0,4,4,0.2
1.0,4,5,0.26666666666666666
1.0,4,6,0.49523809523809526
1.0,4,7,0.0380952380952381
1.0,5,4,0.058333333333333334
1.0,5,5,0.3
1.0,5,6,0.3416666666666667
1.0,5,7,0.3
1.0,6,5,0.052083333333333336
1.0,6,6,0.2916666666666667
1.0,6,7,0.3645833333333333
1.0,6,8,0.2916666666666667
1.0,7,6,0.1619047619047619
1.0,7,7,0.3238095238095238
1.0,7,8,0.5142857142857142
1.0,8,6,0.09090909090909091
1.0,8,7,0.2545454545454545
1.0,8,8,0.44545454545454544
1.0,8,9,0.20909090909090908
1.0,9,6,0.04040404040404041
1.0,9,7,0.20202020202020202
1.0,9,8,0.48484848484848486
1.0,9,9,0.2727272727272727
1.0,10,7,0.15315315315315314
1.0,10,8,0.3333333333333333
1.0,10,9,0.5135135135135135
1.0,11,7,0.14736842105263157
1.0,11,8,0.22105263157894736
1.0,11,9,0.631578947368421
1.0,12,7,0.058823529411764705
1.0,12,8,0.22549019607843138
1.0,12,9,0.5098039215686274
1.0,12,10,0.20588235294117646
1.0,13,7,0.05172413793103448
1.0,13,8,0.25862068965517243
1.0,13,9,0.3879310344827586
1.0,13,10,0.3017241379310345
1.0,14,7,0.02912621359223301
1.0,14,8,0.07766990291262135
1.0,14,9,0.32038834951456313
1.0,14,10,0.5728155339805825
1.0,15,8,0.0990990990990991
1.0,15,9,0.3063063063063063
1.0,15,10,0.5945945945945946
1.0,16,8,0.07207207207207207
1.0,16,9,0.21621621621621623
1.0,16,10,0.5225225225225225
1.0,16,11,0.1891891891891892
1.0,17,8,0.05263157894736842
1.0,17,9,0.14912280701754385
1.0,17,10,0.49122807017543857
1.0,17,11,0.30701754385964913
1.0,18,9,0.25742574257425743
1.0,18,10,0.36633663366336633
1.0,18,11,0.21782178217821782
1.0,18,12,0.15841584158415842
1.0,19,8,0.02247191011235955
1.0,19,9,0.12359550561797752
1.0,19,10,0.33707865168539325
1.0,19,11,0.3146067415730337
1.0,19,12,0.20224719101123595
1.0,20,8,0.010869565217391304
1.0,20,9,0.14130434782608695
1.0,20,10,0.2826086956521739
1.0,20,11,0.3804347826086957
1.0,20,12,0.18478260869565216
1.0,21,9,0.036036036036036036
1.0,21,10,0.2882882882882883
1.0,21,11,0.32432432432432434
1.0,21,12,0.35135135135135137
1.0,22,9,0.07368421052631578
1.0,22,10,0.3157894736842105
1.0,22,11,0.3684210526315789
1.0,22,12,0.24210526315789474
1.0,23,9,0.12727272727272726
1.0,23,10,0.2727272727272727
1.0,23,11,0.19090909090909092
1.0,23,12,0.4090909090909091
1.0,24,9,0.11235955056179775
1.0,24,10,0.29213483146067415
1.0,24,11,0.2696629213483146
1.0,24,12,0.3258426966292135
1.0,25,9,0.11818181818181818
1.0,25,10,0.22727272727272727
1.0,25,11,0.2636363636363636
1.0,25,12,0.39090909090909093
1.0,26,9,0.13131313131313133
1.0,26,10,0.26262626262626265
1.0,26,11,0.21212121212121213
1.0,26,12,0.3939393939393939
1.0,27,9,0.14150943396226415
1.0,27,10,0.2358490566037736
1.0,27,11,0.2169811320754717
1.0,27,12,0.4056603773584906
1.0,28,9,0.08653846153846154
1.0,28,10,0.14423076923076922
1.0,28,11,0.3557692307692308
1.0,28,12,0.41346153846153844
1.0,29,9,0.07216494845360824
1.0,29,10,0.28865979381443296
1.0,29,11,0.1958762886597938
1.0,29,12,0.44329896907216493
2.0,1,2,0.2672413793103448
2.0,1,3,0.35344827586206895
2.0,1,4,0.3793103448275862
2.0,2,2,0.030612244897959183
2.0,2,3,0.32653061224489793
2.0,2,4,0.3673469387755102
2.0,2,5,0.2755102040816326
2.0,3,3,0.09411764705882353
2.0,3,4,0.32941176470588235
2.0,3,5,0.36470588235294116
2.0,3,6,0.21176470588235294
2.0,4,4,0.2
2.0,4,5,0.26666666666666666
2.0,4,6,0.49523809523809526
2.0,4,7,0.0380952380952381
2.0,5,4,0.058333333333333334
2.0,5,5,0.3
2.0,5,6,0.3416666666666667
2.0,5,7,0.3
2.0,6,5,0.052083333333333336
2.0,6,6,0.2916666666666667
2.0,6,7,0.3645833333333333
2.0,6,8,0.2916666666666667
2.0,7,6,0.1619047619047619
2.0,7,7,0.3238095238095238
2.0,7,8,0.5142857142857142
2.0,8,6,0.09090909090909091
2.0,8,7,0.2545454545454545
2.0,8,8,0.44545454545454544
2.0,8,9,0.20909090909090908
2.0,9,6,0.04040404040404041
2.0,9,7,0.20202020202020202
2.0,9,8,0.48484848484848486
2.0,9,9,0.2727272727272727
2.0,10,7,0.15315315315315314
2.0,10,8,0.3333333333333333
2.0,10,9,0.5135135135135135
2.0,11,7,0.14736842105263157
2.0,11,8,0.22105263157894736
2.0,11,9,0.631578947368421
2.0,12,7,0.058823529411764705
2.0,12,8,0.22549019607843138
2.0,12,9,0.5098039215686274
2.0,12,10,0.20588235294117646
2.0,13,7,0.05172413793103448
2.0,13,8,0.25862068965517243
2.0,13,9,0.3879310344827586
2.0,13,10,0.3017241379310345
2.0,14,7,0.02912621359223301
2.0,14,8,0.07766990291262135
2.0,14,9,0.32038834951456313
2.0,14,10,0.5728155339805825
2.0,15,8,0.0990990990990991
2.0,15,9,0.3063063063063063
2.0,15,10,0.5945945945945946
2.0,16,8,0.07207207207207207
2.0,16,9,0.21621621621621623
2.0,16,10,0.5225225225225225
2.0,16,11,0.1891891891891892
2.0,17,8,0.05263157894736842
2.0,17,9,0.14912280701754385
2.0,17,10,0.49122807017543857
2.0,17,11,0.30701754385964913
2.0,18,9,0.25742574257425743
2.0,18,10,0.36633663366336633
2.0,18,11,0.21782178217821782
2.0,18,12,0.15841584158415842
2.0,19,8,0.02247191011235955
2.0,19,9,0.12359550561797752
2.0,19,10,0.33707865168539325
2.0,19,11,0.3146067415730337
2.0,19,12,0.20224719101123595
2.0,20,8,0.010869565217391304
2.0,20,9,0.14130434782608695
2.0,20,10,0.2826086956521739
2.0,20,11,0.3804347826086957
2.0,20,12,0.18478260869565216
2.0,21,9,0.036036036036036036
2.0,21,10,0.2882882882882883
2.0,21,11,0.32432432432432434
2.0,21,12,0.35135135135135137
2.0,22,9,0.07368421052631578
2.0,22,10,0.3157894736842105
2.0,22,11,0.3684210526315789
2.0,22,12,0.24210526315789474
2.0,23,9,0.12727272727272726
2.0,23,10,0.2727272727272727
2.0,23,11,0.19090909090909092
2.0,23,12,0.4090909090909091
2.0,24,9,0.11235955056179775
2.0,24,10,0.29213483146067415
2.0,24,11,0.2696629213483146
2.0,24,12,0.3258426966292135
2.0,25,9,0.11818181818181818
2.0,25,10,0.22727272727272727
2.0,25,11,0.2636363636363636
2.0,25,12,0.39090909090909093
2.0,26,9,0.13131313131313133
2.0,26,10,0.26262626262626265
2.0,26,11,0.21212121212121213
2.0,26,12,0.3939393939393939
2.0,27,9,0.14150943396226415
2.0,27,10,0.2358490566037736
2.0,27,11,0.2169811320754717
2.0,27,12,0.4056603773584906
2.0,28,9,0.08653846153846154
2.0,28,10,0.14423076923076922
2.0,28,11,0.3557692307692308
2.0,28,12,0.41346153846153844
2.0,29,9,0.07216494845360824
2.0,29,10,0.28865979381443296
2.0,29,11,0.1958762886597938
2.0,29,12,0.44329896907216493
3.0,1,2,0.2672413793103448
3.0,1,3,0.35344827586206895
3.0,1,4,0.3793103448275862
3.0,2,2,0.030612244897959183
3.0,2,3,0.32653061224489793
3.0,2,4,0.3673469387755102
3.0,2,5,0.2755102040816326
3.0,3,3,0.09411764705882353
3.0,3,4,0.32941176470588235
3.0,3,5,0.36470588235294116
3.0,3,6,0.21176470588235294
3.0,4,4,0.2
3.0,4,5,0.26666666666666666
3.0,4,6,0.49523809523809526
3.0,4,7,0.0380952380952381
3.0,5,4,0.058333333333333334
3.0,5,5,0.3
3.0,5,6,0.3416666666666667
3.0,5,7,0.3
3.0,6,5,0.052083333333333336
3.0,6,6,0.2916666666666667
3.0,6,7,0.3645833333333333
3.0,6,8,0.2916666666666667
3.0,7,6,0.1619047619047619
3.0,7,7,0.3238095238095238
3.0,7,8,0.5142857142857142
3.0,8,6,0.09090909090909091
3.0,8,7,0.2545454545454545
3.0,8,8,0.44545454545454544
3.0,8,9,0.20909090909090908
3.0,9,6,0.04040404040404041
3.0,9,7,0.20202020202020202
3.0,9,8,0.48484848484848486
3.0,9,9,0.2727272727272727
3.0,10,7,0.15315315315315314
3.0,10,8,0.3333333333333333
3.0,10,9,0.5135135135135135
3.0,11,7,0.14736842105263157
3.0,11,8,0.22105263157894736
3.0,11,9,0.631578947368421
3.0,12,7,0.058823529411764705
3.0,12,8,0.22549019607843138
3.0,12,9,0.5098039215686274
3.0,12,10,0.20588235294117646
3.0,13,7,0.05172413793103448
3.0,13,8,0.25862068965517243
3.0,13,9,0.3879310344827586
3.0,13,10,0.3017241379310345
3.0,14,7,0.02912621359223301
3.0,14,8,0.07766990291262135
3.0,14,9,0.32038834951456313
3.0,14,10,0.5728155339805825
3.0,15,8,0.0990990990990991
3.0,15,9,0.3063063063063063
3.0,15,10,0.5945945945945946
3.0,16,8,0.07207207207207207
3.0,16,9,0.21621621621621623
3.0,16,10,0.5225225225225225
3.0,16,11,0.1891891891891892
3.0,17,8,0.05263157894736842
3.0,17,9,0.14912280701754385
3.0,17,10,0.49122807017543857
3.0,17,11,0.30701754385964913
3.0,18,9,0.25742574257425743
3.0,18,10,0.36633663366336633
3.0,18,11,0.21782178217821782
3.0,18,12,0.15841584158415842
3.0,19,8,0.02247191011235955
3.0,19,9,0.12359550561797752
3.0,19,10,0.33707865168539325
3.0,19,11,0.3146067415730337
3.0,19,12,0.20224719101123595
3.0,20,8,0.010869565217391304
3.0,20,9,0.14130434782608695
3.0,20,10,0.2826086956521739
3.0,20,11,0.3804347826086957
3.0,20,12,0.18478260869565216
3.0,21,9,0.036036036036036036
3.0,21,10,0.2882882882882883
3.0,21,11,0.32432432432432434
3.0,21,12,0.35135135135135137
3.0,22,9,0.07368421052631578
3.0,22,10,0.3157894736842105
3.0,22,11,0.3684210526315789
3.0,22,12,0.24210526315789474
3.0,23,9,0.12727272727272726
3.0,23,10,0.2727272727272727
3.0,23,11,0.19090909090909092
3.0,23,12,0.4090909090909091
3.0,24,9,0.11235955056179775
3.0,24,10,0.29213483146067415
3.0,24,11,0.2696629213483146
3.0,24,12,0.3258426966292135
3.0,25,9,0.11818181818181818
3.0,25,10,0.22727272727272727
3.0,25,11,0.2636363636363636
3.0,25,12,0.39090909090909093
3.0,26,9,0.13131313131313133
3.0,26,10,0.26262626262626265
3.0,26,11,0.21212121212121213
3.0,26,12,0.3939393939393939
3.0,27,9,0.14150943396226415
3.0,27,10,0.2358490566037736
3.0,27,11,0.2169811320754717
3.0,27,12,0.4056603773584906
3.0,28,9,0.08653846153846154
3.0,28,10,0.14423076923076922
3.0,28,11,0.3557692307692308
3.0,28,12,0.41346153846153844
3.0,29,9,0.07216494845360824
3.0,29,10,0.28865979381443296
3.0,29,11,0.1958762886597938
3.0,29,12,0.44329896907216493
4.0,1,2,0.2672413793103448
4.0,1,3,0.35344827586206895
4.0,1,4,0.3793103448275862
4.0,2,2,0.030612244897959183
4.0,2,3,0.32653061224489793
4.0,2,4,0.3673469387755102
4.0,2,5,0.2755102040816326
4.0,3,3,0.09411764705882353
4.0,3,4,0.32941176470588235
4.0,3,5,0.36470588235294116
4.0,3,6,0.21176470588235294
4.0,4,4,0.2
4.0,4,5,0.26666666666666666
4.0,4,6,0.49523809523809526
4.0,4,7,0.0380952380952381
4.0,5,4,0.058333333333333334
4.0,5,5,0.3
4.0,5,6,0.3416666666666667
4.0,5,7,0.3
4.0,6,5,0.052083333333333336
4.0,6,6,0.2916666666666667
4.0,6,7,0.3645833333333333
4.0,6,8,0.2916666666666667
4.0,7,6,0.1619047619047619
4.0,7,7,0.3238095238095238
4.0,7,8,0.5142857142857142
4.0,8,6,0.09090909090909091
4.0,8,7,0.2545454545454545
4.0,8,8,0.44545454545454544
4.0,8,9,0.20909090909090908
4.0,9,6,0.04040404040404041
4.0,9,7,0.20202020202020202
4.0,9,8,0.48484848484848486
4.0,9,9,0.2727272727272727
4.0,10,7,0.15315315315315314
4.0,10,8,0.3333333333333333
4.0,10,9,0.5135135135135135
4.0,11,7,0.14736842105263157
4.0,11,8,0.22105263157894736
4.0,11,9,0.631578947368421
4.0,12,7,0.058823529411764705
4.0,12,8,0.22549019607843138
4.0,12,9,0.5098039215686274
4.0,12,10,0.20588235294117646
4.0,13,7,0.05172413793103448
4.0,13,8,0.25862068965517243
4.0,13,9,0.3879310344827586
4.0,13,10,0.3017241379310345
4.0,14,7,0.02912621359223301
4.0,14,8,0.07766990291262135
4.0,14,9,0.32038834951456313
4.0,14,10,0.5728155339805825
4.0,15,8,0.0990990990990991
4.0,15,9,0.3063063063063063
4.0,15,10,0.5945945945945946
4.0,16,8,0.07207207207207207
4.0,16,9,0.21621621621621623
4.0,16,10,0.5225225225225225
4.0,16,11,0.1891891891891892
4.0,17,8,0.05263157894736842
4.0,17,9,0.14912280701754385
4.0,17,10,0.49122807017543857
4.0,17,11,0.30701754385964913
4.0,18,9,0.25742574257425743
4.0,18,10,0.36633663366336633
4.0,18,11,0.21782178217821782
4.0,18,12,0.15841584158415842
4.0,19,8,0.02247191011235955
4.0,19,9,0.12359550561797752
4.0,19,10,0.33707865168539325
4.0,19,11,0.3146067415730337
4.0,19,12,0.20224719101123595
4.0,20,8,0.010869565217391304
4.0,20,9,0.14130434782608695
4.0,20,10,0.2826086956521739
4.0,20,11,0.3804347826086957
4.0,20,12,0.18478260869565216
4.0,21,9,0.036036036036036036
4.0,21,10,0.2882882882882883
4.0,21,11,0.32432432432432434
4.0,21,12,0.35135135135135137
4.0,22,9,0.07368421052631578
4.0,22,10,0.3157894736842105
4.0,22,11,0.3684210526315789
4.0,22,12,0.24210526315789474
4.0,23,9,0.12727272727272726
4.0,23,10,0.2727272727272727
4.0,23,11,0.19090909090909092
4.0,23,12,0.4090909090909091
4.0,24,9,0.11235955056179775
4.0,24,10,0.29213483146067415
4.0,24,11,0.2696629213483146
4.0,24,12,0.3258426966292135
4.0,25,9,0.11818181818181818
4.0,25,10,0.22727272727272727
4.0,25,11,0.2636363636363636
4.0,25,12,0.39090909090909093
4.0,26,9,0.13131313131313133
4.0,26,10,0.26262626262626265
4.0,26,11,0.21212121212121213
4.0,26,12,0.3939393939393939
4.0,27,9,0.14150943396226415
4.0,27,10,0.2358490566037736
4.0,27,11,0.2169811320754717
4.0,27,12,0.4056603773584906
4.0,28,9,0.08653846153846154
4.0,28,10,0.14423076923076922
4.0,28,11,0.3557692307692308
4.0,28,12,0.41346153846153844
4.0,29,9,0.07216494845360824
4.0,29,10,0.28865979381443296
4.0,29,11,0.1958762886597938
4.0,29,12,0.44329896907216493
5.0,1,2,0.2672413793103448
5.0,1,3,0.35344827586206895
5.0,1,4,0.3793103448275862
5.0,2,2,0.030612244897959183
5.0,2,3,0.32653061224489793
5.0,2,4,0.3673469387755102
5.0,2,5,0.2755102040816326
5.0,3,3,0.09411764705882353
5.0,3,4,0.32941176470588235
5.0,3,5,0.36470588235294116
5.0,3,6,0.21176470588235294
5.0,4,4,0.2
5.0,4,5,0.26666666666666666
5.0,4,6,0.49523809523809526
5.0,4,7,0.0380952380952381
5.0,5,4,0.058333333333333334
5.0,5,5,0.3
5.0,5,6,0.3416666666666667
5.0,5,7,0.3
5.0,6,5,0.052083333333333336
5.0,6,6,0.2916666666666667
5.0,6,7,0.3645833333333333
5.0,6,8,0.2916666666666667
5.0,7,6,0.1619047619047619
5.0,7,7,0.3238095238095238
5.0,7,8,0.5142857142857142
5.0,8,6,0.09090909090909091
5.0,8,7,0.2545454545454545
5.0,8,8,0.44545454545454544
5.0,8,9,0.20909090909090908
5.0,9,6,0.04040404040404041
5.0,9,7,0.20202020202020202
5.0,9,8,0.48484848484848486
5.0,9,9,0.2727272727272727
5.0,10,7,0.15315315315315314
5.0,10,8,0.3333333333333333
5.0,10,9,0.5135135135135135
5.0,11,7,0.14736842105263157
5.0,11,8,0.22105263157894736
5.0,11,9,0.631578947368421
5.0,12,7,0.058823529411764705
5.0,12,8,0.22549019607843138
5.0,12,9,0.5098039215686274
5.0,12,10,0.20588235294117646
5.0,13,7,0.05172413793103448
5.0,13,8,0.25862068965517243
5.0,13,9,0.3879310344827586
5.0,13,10,0.3017241379310345
5.0,14,7,0.02912621359223301
5.0,14,8,0.07766990291262135
5.0,14,9,0.32038834951456313
5.0,14,10,0.5728155339805825
5.0,15,8,0.0990990990990991
5.0,15,9,0.3063063063063063
5.0,15,10,0.5945945945945946
5.0,16,8,0.07207207207207207
5.0,16,9,0.21621621621621623
5.0,16,10,0.5225225225225225
5.0,16,11,0.1891891891891892
5.0,17,8,0.05263157894736842
5.0,17,9,0.14912280701754385
5.0,17,10,0.49122807017543857
5.0,17,11,0.30701754385964913
5.0,18,9,0.25742574257425743
5.0,18,10,0.36633663366336633
5.0,18,11,0.21782178217821782
5.0,18,12,0.15841584158415842
5.0,19,8,0.02247191011235955
5.0,19,9,0.12359550561797752
5.0,19,10,0.33707865168539325
5.0,19,11,0.3146067415730337
5.0,19,12,0.20224719101123595
5.0,20,8,0.010869565217391304
5.0,20,9,0.14130434782608695
5.0,20,10,0.2826086956521739
5.0,20,11,0.3804347826086957
5.0,20,12,0.18478260869565216
5.0,21,9,0.036036036036036036
5.0,21,10,0.2882882882882883
5.0,21,11,0.32432432432432434
5.0,21,12,0.35135135135135137
5.0,22,9,0.07368421052631578
5.0,22,10,0.3157894736842105
5.0,22,11,0.3684210526315789
5.0,22,12,0.24210526315789474
5.0,23,9,0.12727272727272726
5.0,23,10,0.2727272727272727
5.0,23,11,0.19090909090909092
5.0,23,12,0.4090909090909091
5.0,24,9,0.11235955056179775
5.0,24,10,0.29213483146067415
5.0,24,11,0.2696629213483146
5.0,24,12,0.3258426966292135
5.0,25,9,0.11818181818181818
5.0,25,10,0.22727272727272727
5.0,25,11,0.2636363636363636
5.0,25,12,0.39090909090909093
5.0,26,9,0.13131313131313133
5.0,26,10,0.26262626262626265
5.0,26,11,0.21212121212121213
5.0,26,12,0.3939393939393939
5.0,27,9,0.14150943396226415
5.0,27,10,0.2358490566037736
5.0,27,11,0.2169811320754717
5.0,27,12,0.4056603773584906
5.0,28,9,0.08653846153846154
5.0,28,10,0.14423076923076922
5.0,28,11,0.3557692307692308
5.0,28,12,0.41346153846153844
5.0,29,9,0.07216494845360824
5.0,29,10,0.28865979381443296
5.0,29,11,0.1958762886597938
5.0,29,12,0.44329896907216493
6.0,1,2,0.2672413793103448
6.0,1,3,0.35344827586206895
6.0,1,4,0.3793103448275862
6.0,2,2,0.030612244897959183
6.0,2,3,0.32653061224489793
6.0,2,4,0.3673469387755102
6.0,2,5,0.2755102040816326
6.0,3,3,0.09411764705882353
6.0,3,4,0.32941176470588235
6.0,3,5,0.36470588235294116
6.0,3,6,0.21176470588235294
6.0,4,4,0.2
6.0,4,5,0.26666666666666666
6.0,4,6,0.49523809523809526
6.0,4,7,0.0380952380952381
6.0,5,4,0.058333333333333334
6.0,5,5,0.3
6.0,5,6,0.3416666666666667
6.0,5,7,0.3
6.0,6,5,0.052083333333333336
6.0,6,6,0.2916666666666667
6.0,6,7,0.3645833333333333
6.0,6,8,0.2916666666666667
6.0,7,6,0.1619047619047619
6.0,7,7,0.3238095238095238
6.0,7,8,0.5142857142857142
6.0,8,6,0.09090909090909091
6.0,8,7,0.2545454545454545
6.0,8,8,0.44545454545454544
6.0,8,9,0.20909090909090908
6.0,9,6,0.04040404040404041
6.0,9,7,0.20202020202020202
6.0,9,8,0.48484848484848486
6.0,9,9,0.2727272727272727
6.0,10,7,0.15315315315315314
6.0,10,8,0.3333333333333333
6.0,10,9,0.5135135135135135
6.0,11,7,0.14736842105263157
6.0,11,8,0.22105263157894736
6.0,11,9,0.631578947368421
6.0,12,7,0.058823529411764705
6.0,12,8,0.22549019607843138
6.0,12,9,0.5098039215686274
6.0,12,10,0.20588235294117646
6.0,13,7,0.05172413793103448
6.0,13,8,0.25862068965517243
6.0,13,9,0.3879310344827586
6.0,13,10,0.3017241379310345
6.0,14,7,0.02912621359223301
6.0,14,8,0.07766990291262135
6.0,14,9,0.32038834951456313
6.0,14,10,0.5728155339805825
6.0,15,8,0.0990990990990991
6.0,15,9,0.3063063063063063
6.0,15,10,0.5945945945945946
6.0,16,8,0.07207207207207207
6.0,16,9,0.21621621621621623
6.0,16,10,0.5225225225225225
6.0,16,11,0.1891891891891892
6.0,17,8,0.05263157894736842
6.0,17,9,0.14912280701754385
6.0,17,10,0.49122807017543857
6.0,17,11,0.30701754385964913
6.0,18,9,0.25742574257425743
6.0,18,10,0.36633663366336633
6.0,18,11,0.21782178217821782
6.0,18,12,0.15841584158415842
6.0,19,8,0.02247191011235955
6.0,19,9,0.12359550561797752
6.0,19,10,0.33707865168539325
6.0,19,11,0.3146067415730337
6.0,19,12,0.20224719101123595
6.0,20,8,0.010869565217391304
6.0,20,9,0.14130434782608695
6.0,20,10,0.2826086956521739
6.0,20,11,0.3804347826086957
6.0,20,12,0.18478260869565216
6.0,21,9,0.036036036036036036
6.0,21,10,0.2882882882882883
6.0,21,11,0.32432432432432434
6.0,21,12,0.35135135135135137
6.0,22,9,0.07368421052631578
6.0,22,10,0.3157894736842105
6.0,22,11,0.3684210526315789
6.0,22,12,0.24210526315789474
6.0,23,9,0.12727272727272726
6.0,23,10,0.2727272727272727
6.0,23,11,0.19090909090909092
6.0,23,12,0.4090909090909091
6.0,24,9,0.11235955056179775
6.0,24,10,0.29213483146067415
6.0,24,11,0.2696629213483146
6.0,24,12,0.3258426966292135
6.0,25,9,0.11818181818181818
6.0,25,10,0.22727272727272727
6.0,25,11,0.2636363636363636
6.0,25,12,0.39090909090909093
6.0,26,9,0.13131313131313133
6.0,26,10,0.26262626262626265
6.0,26,11,0.21212121212121213
6.0,26,12,0.3939393939393939
6.0,27,9,0.14150943396226415
6.0,27,10,0.2358490566037736
6.0,27,11,0.2169811320754717
6.0,27,12,0.4056603773584906
6.0,28,9,0.08653846153846154
6.0,28,10,0.14423076923076922
6.0,28,11,0.3557692307692308
6.0,28,12,0.41346153846153844
6.0,29,9,0.07216494845360824
6.0,29,10,0.28865979381443296
6.0,29,11,0.1958762886597938
6.0,29,12,0.44329896907216493
7.0,1,2,0.2672413793103448
7.0,1,3,0.35344827586206895
7.0,1,4,0.3793103448275862
7.0,2,2,0.030612244897959183
